Epochs,Batch Size 5,Batch Size 10,Batch Size 20,Batch Size 50
10,0.602758625532283,2.103859417676949,3.4325865367243384,11.993196810722102
50,0.3806872191635407,0.4592246024783214,0.5283834689368195,0.9298241638272393
100,0.38410942716013347,0.38136129975598027,0.40836772490456075,0.5411720904934892
200,0.37194668569322525,0.3750295528306843,0.3912207921309547,0.5851428011082255
