Epochs,Batch Size 5,Batch Size 10,Batch Size 20,Batch Size 50
10,0.4276943804665128,1.2275637310470238,2.9017499813852923,12.945398737573203
50,0.01470412853121353,0.08602822047332324,0.310599064909498,0.928126249886216
100,0.012929804532376068,0.03532531579447954,0.16400354721356436,1.0372652533279925
200,0.009737993307180228,0.012104333541170078,0.01889661422688273,0.19673404481671633
