Epochs,Batch Size 5,Batch Size 10,Batch Size 20,Batch Size 50
10,0.7119107738065878,1.6309520242484026,2.8898704725627993,9.791964796230273
50,0.378650939239043,0.5126926359900025,0.7544870711478343,1.1484691320448654
100,0.36869609022890903,0.3841939872610118,0.4156043343341004,0.6638910267641631
200,0.3774531416577897,0.37499781237261154,0.38651249564620593,0.5216220945696165
